ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
MD,2020-05-16,71,67,0,4,0,0
ML,2020-05-16,0,0,0,0,0,0
NC,2020-05-16,4,4,0,0,0,0
PV,2020-05-16,21,7,0,14,0,0
RI,2020-05-16,2,2,0,0,0,0
VC,2020-05-16,8,8,0,0,0,0
AN,2020-05-17,5,5,0,0,0,0
AR,2020-05-17,6,6,0,0,0,0
AS,2020-05-17,4,4,0,0,0,0
CB,2020-05-17,0,0,0,0,0,0
CE,2020-05-17,0,0,0,0,0,0
CL,2020-05-17,6,6,0,0,0,0
CM,2020-05-17,13,11,0,1,1,0
CN,2020-05-17,1,1,0,0,0,0
CT,2020-05-17,103,103,0,0,0,0
EX,2020-05-17,2,2,0,0,0,0
GA,2020-05-17,1,1,0,0,0,0
IB,2020-05-17,5,5,0,0,0,0
MC,2020-05-17,1,1,0,0,0,0
MD,2020-05-17,97,89,0,8,0,0
ML,2020-05-17,0,0,0,0,0,0
NC,2020-05-17,20,20,0,0,0,0
PV,2020-05-17,31,6,0,25,0,0
RI,2020-05-17,0,0,0,0,0,0
VC,2020-05-17,7,7,0,0,0,0
AN,2020-05-18,11,11,0,0,0,0
AR,2020-05-18,14,14,0,0,0,0
AS,2020-05-18,0,0,0,0,0,0
CB,2020-05-18,3,3,0,0,0,0
CE,2020-05-18,2,2,0,0,0,0
CL,2020-05-18,32,32,0,0,0,0
CM,2020-05-18,39,36,0,1,2,0
CN,2020-05-18,4,4,0,0,0,0
CT,2020-05-18,222,185,0,0,36,1
EX,2020-05-18,3,3,0,0,0,0
GA,2020-05-18,8,8,0,0,0,0
IB,2020-05-18,5,5,0,0,0,0
MC,2020-05-18,2,2,0,0,0,0
MD,2020-05-18,157,142,0,15,0,0
ML,2020-05-18,1,1,0,0,0,0
NC,2020-05-18,6,6,0,0,0,0
PV,2020-05-18,32,13,0,19,0,0
RI,2020-05-18,5,5,0,0,0,0
VC,2020-05-18,10,10,0,0,0,0
AN,2020-05-19,12,12,0,0,0,0
AR,2020-05-19,25,25,0,0,0,0
AS,2020-05-19,0,0,0,0,0,0
CB,2020-05-19,2,2,0,0,0,0
CE,2020-05-19,3,3,0,0,0,0
CL,2020-05-19,33,33,0,0,0,0
CM,2020-05-19,40,34,0,0,5,1
CN,2020-05-19,7,7,0,0,0,0
CT,2020-05-19,233,182,0,0,51,0
EX,2020-05-19,2,2,0,0,0,0
GA,2020-05-19,7,7,0,0,0,0
IB,2020-05-19,12,12,0,0,0,0
MC,2020-05-19,2,2,0,0,0,0
MD,2020-05-19,150,142,0,8,0,0
ML,2020-05-19,0,0,0,0,0,0
NC,2020-05-19,9,9,0,0,0,0
PV,2020-05-19,29,11,0,18,0,0
RI,2020-05-19,5,5,0,0,0,0
VC,2020-05-19,13,12,0,1,0,0
AN,2020-05-20,13,13,0,0,0,0
AR,2020-05-20,17,16,0,0,1,0
AS,2020-05-20,1,1,0,0,0,0
CB,2020-05-20,0,0,0,0,0,0
CE,2020-05-20,1,1,0,0,0,0
CL,2020-05-20,27,26,0,0,1,0
CM,2020-05-20,37,37,0,0,0,0
CN,2020-05-20,4,4,0,0,0,0
CT,2020-05-20,204,152,0,0,51,1
EX,2020-05-20,3,3,0,0,0,0
GA,2020-05-20,6,6,0,0,0,0
IB,2020-05-20,6,6,0,0,0,0
MC,2020-05-20,0,0,0,0,0,0
MD,2020-05-20,120,112,0,8,0,0
ML,2020-05-20,0,0,0,0,0,0
NC,2020-05-20,5,5,0,0,0,0
PV,2020-05-20,16,9,0,7,0,0
RI,2020-05-20,4,4,0,0,0,0
VC,2020-05-20,14,14,0,0,0,0
AN,2020-05-21,9,9,0,0,0,0
AR,2020-05-21,17,17,0,0,0,0
AS,2020-05-21,1,1,0,0,0,0
CB,2020-05-21,3,3,0,0,0,0
CE,2020-05-21,1,1,0,0,0,0
CL,2020-05-21,38,37,0,0,1,0
CM,2020-05-21,23,23,0,0,0,0
CN,2020-05-21,5,5,0,0,0,0
CT,2020-05-21,244,177,0,0,67,0
EX,2020-05-21,2,2,0,0,0,0
GA,2020-05-21,11,11,0,0,0,0
IB,2020-05-21,5,5,0,0,0,0
MC,2020-05-21,1,1,0,0,0,0
MD,2020-05-21,129,123,0,6,0,0
ML,2020-05-21,0,0,0,0,0,0
NC,2020-05-21,3,3,0,0,0,0
PV,2020-05-21,11,8,0,3,0,0
RI,2020-05-21,4,3,0,0,0,1
VC,2020-05-21,9,9,0,0,0,0
AN,2020-05-22,5,5,0,0,0,0
AR,2020-05-22,10,10,0,0,0,0
AS,2020-05-22,1,1,0,0,0,0
CB,2020-05-22,1,1,0,0,0,0
CE,2020-05-22,0,0,0,0,0,0
CL,2020-05-22,41,40,0,0,1,0
CM,2020-05-22,52,45,0,2,4,1
CN,2020-05-22,3,3,0,0,0,0
CT,2020-05-22,295,224,0,0,70,1
EX,2020-05-22,4,3,0,0,1,0
GA,2020-05-22,5,5,0,0,0,0
IB,2020-05-22,3,3,0,0,0,0
MC,2020-05-22,2,2,0,0,0,0
MD,2020-05-22,102,95,0,7,0,0
ML,2020-05-22,0,0,0,0,0,0
NC,2020-05-22,6,6,0,0,0,0
PV,2020-05-22,13,6,0,7,0,0
RI,2020-05-22,2,2,0,0,0,0
VC,2020-05-22,17,17,0,0,0,0
AN,2020-05-23,7,7,0,0,0,0
AR,2020-05-23,12,12,0,0,0,0
AS,2020-05-23,1,1,0,0,0,0
CB,2020-05-23,2,2,0,0,0,0
CE,2020-05-23,5,5,0,0,0,0
CL,2020-05-23,18,17,0,0,1,0
CM,2020-05-23,35,30,0,0,5,0
CN,2020-05-23,1,1,0,0,0,0
CT,2020-05-23,127,123,0,0,2,2
EX,2020-05-23,0,0,0,0,0,0
GA,2020-05-23,7,7,0,0,0,0
IB,2020-05-23,2,2,0,0,0,0
MC,2020-05-23,2,2,0,0,0,0
MD,2020-05-23,69,61,0,8,0,0
ML,2020-05-23,0,0,0,0,0,0
NC,2020-05-23,12,12,0,0,0,0
PV,2020-05-23,24,5,0,19,0,0
RI,2020-05-23,2,2,0,0,0,0
VC,2020-05-23,8,8,0,0,0,0
AN,2020-05-24,3,3,0,0,0,0
AR,2020-05-24,5,5,0,0,0,0
AS,2020-05-24,2,2,0,0,0,0
CB,2020-05-24,2,2,0,0,0,0
CE,2020-05-24,2,2,0,0,0,0
CL,2020-05-24,13,13,0,0,0,0
CM,2020-05-24,25,21,0,1,3,0
CN,2020-05-24,2,2,0,0,0,0
CT,2020-05-24,142,141,0,0,1,0
EX,2020-05-24,2,1,1,0,0,0
GA,2020-05-24,7,7,0,0,0,0
IB,2020-05-24,2,2,0,0,0,0
MC,2020-05-24,0,0,0,0,0,0
MD,2020-05-24,67,58,0,9,0,0
ML,2020-05-24,0,0,0,0,0,0
NC,2020-05-24,2,2,0,0,0,0
PV,2020-05-24,28,2,0,26,0,0
RI,2020-05-24,0,0,0,0,0,0
VC,2020-05-24,9,9,0,0,0,0
AN,2020-05-25,8,8,0,0,0,0
AR,2020-05-25,13,13,0,0,0,0
AS,2020-05-25,1,1,0,0,0,0
CB,2020-05-25,1,1,0,0,0,0
CE,2020-05-25,5,5,0,0,0,0
CL,2020-05-25,37,36,0,0,1,0
CM,2020-05-25,38,37,0,0,1,0
CN,2020-05-25,4,4,0,0,0,0
CT,2020-05-25,245,180,0,0,63,2
EX,2020-05-25,5,5,0,0,0,0
GA,2020-05-25,4,4,0,0,0,0
IB,2020-05-25,3,3,0,0,0,0
MC,2020-05-25,1,1,0,0,0,0
MD,2020-05-25,172,156,0,16,0,0
ML,2020-05-25,0,0,0,0,0,0
NC,2020-05-25,5,5,0,0,0,0
PV,2020-05-25,17,6,0,11,0,0
RI,2020-05-25,4,3,0,0,0,1
VC,2020-05-25,5,5,0,0,0,0
AN,2020-05-26,8,8,0,0,0,0
AR,2020-05-26,11,11,0,0,0,0
AS,2020-05-26,2,2,0,0,0,0
CB,2020-05-26,4,4,0,0,0,0
CE,2020-05-26,1,1,0,0,0,0
CL,2020-05-26,47,47,0,0,0,0
CM,2020-05-26,49,46,0,2,1,0
CN,2020-05-26,3,3,0,0,0,0
CT,2020-05-26,217,156,0,0,60,1
EX,2020-05-26,2,2,0,0,0,0
GA,2020-05-26,3,3,0,0,0,0
IB,2020-05-26,4,4,0,0,0,0
MC,2020-05-26,0,0,0,0,0,0
MD,2020-05-26,172,167,0,5,0,0
ML,2020-05-26,0,0,0,0,0,0
NC,2020-05-26,4,4,0,0,0,0
PV,2020-05-26,24,10,0,14,0,0
RI,2020-05-26,0,0,0,0,0,0
VC,2020-05-26,13,13,0,0,0,0
AN,2020-05-27,11,11,0,0,0,0
AR,2020-05-27,14,14,0,0,0,0
AS,2020-05-27,0,0,0,0,0,0
CB,2020-05-27,2,2,0,0,0,0
CE,2020-05-27,2,2,0,0,0,0
CL,2020-05-27,26,26,0,0,0,0
CM,2020-05-27,43,41,0,1,1,0
CN,2020-05-27,2,2,0,0,0,0
CT,2020-05-27,164,122,0,0,42,0
EX,2020-05-27,3,2,1,0,0,0
GA,2020-05-27,0,0,0,0,0,0
IB,2020-05-27,3,3,0,0,0,0
MC,2020-05-27,4,4,0,0,0,0
MD,2020-05-27,109,98,0,11,0,0
ML,2020-05-27,0,0,0,0,0,0
NC,2020-05-27,11,11,0,0,0,0
PV,2020-05-27,15,2,0,13,0,0
RI,2020-05-27,1,1,0,0,0,0
VC,2020-05-27,15,15,0,0,0,0
AN,2020-05-28,7,7,0,0,0,0
AR,2020-05-28,6,6,0,0,0,0
AS,2020-05-28,0,0,0,0,0,0
CB,2020-05-28,2,2,0,0,0,0
CE,2020-05-28,5,5,0,0,0,0
CL,2020-05-28,45,45,0,0,0,0
CM,2020-05-28,48,45,0,1,2,0
CN,2020-05-28,7,7,0,0,0,0
CT,2020-05-28,220,158,0,0,61,1
EX,2020-05-28,0,0,0,0,0,0
GA,2020-05-28,2,2,0,0,0,0
IB,2020-05-28,14,13,1,0,0,0
MC,2020-05-28,3,2,0,1,0,0
MD,2020-05-28,127,125,0,2,0,0
ML,2020-05-28,0,0,0,0,0,0
NC,2020-05-28,9,9,0,0,0,0
PV,2020-05-28,10,4,0,6,0,0
RI,2020-05-28,1,1,0,0,0,0
VC,2020-05-28,10,10,0,0,0,0
AN,2020-05-29,13,13,0,0,0,0
AR,2020-05-29,10,10,0,0,0,0
AS,2020-05-29,13,13,0,0,0,0
CB,2020-05-29,3,3,0,0,0,0
CE,2020-05-29,2,2,0,0,0,0
CL,2020-05-29,47,45,0,0,2,0
CM,2020-05-29,33,32,0,1,0,0
CN,2020-05-29,7,7,0,0,0,0
CT,2020-05-29,194,151,0,0,43,0
EX,2020-05-29,3,3,0,0,0,0
GA,2020-05-29,3,3,0,0,0,0
IB,2020-05-29,5,4,1,0,0,0
MC,2020-05-29,1,1,0,0,0,0
MD,2020-05-29,129,122,0,7,0,0
ML,2020-05-29,0,0,0,0,0,0
NC,2020-05-29,5,5,0,0,0,0
PV,2020-05-29,13,3,0,10,0,0
RI,2020-05-29,2,2,0,0,0,0
VC,2020-05-29,9,9,0,0,0,0
AN,2020-05-30,13,13,0,0,0,0
AR,2020-05-30,4,4,0,0,0,0
AS,2020-05-30,4,4,0,0,0,0
CB,2020-05-30,2,2,0,0,0,0
CE,2020-05-30,3,3,0,0,0,0
CL,2020-05-30,36,36,0,0,0,0
CM,2020-05-30,29,26,0,0,3,0
CN,2020-05-30,3,3,0,0,0,0
CT,2020-05-30,100,96,0,0,3,1
EX,2020-05-30,2,2,0,0,0,0
GA,2020-05-30,2,2,0,0,0,0
IB,2020-05-30,1,1,0,0,0,0
MC,2020-05-30,2,1,1,0,0,0
MD,2020-05-30,74,66,0,8,0,0
ML,2020-05-30,0,0,0,0,0,0
NC,2020-05-30,7,7,0,0,0,0
PV,2020-05-30,28,3,0,25,0,0
RI,2020-05-30,1,1,0,0,0,0
VC,2020-05-30,4,4,0,0,0,0
AN,2020-05-31,9,9,0,0,0,0
AR,2020-05-31,7,7,0,0,0,0
AS,2020-05-31,3,3,0,0,0,0
CB,2020-05-31,1,1,0,0,0,0
CE,2020-05-31,1,1,0,0,0,0
CL,2020-05-31,18,18,0,0,0,0
CM,2020-05-31,13,10,0,1,2,0
CN,2020-05-31,1,1,0,0,0,0
CT,2020-05-31,63,63,0,0,0,0
EX,2020-05-31,1,1,0,0,0,0
GA,2020-05-31,1,1,0,0,0,0
IB,2020-05-31,2,2,0,0,0,0
MC,2020-05-31,0,0,0,0,0,0
MD,2020-05-31,87,77,0,10,0,0
ML,2020-05-31,0,0,0,0,0,0
NC,2020-05-31,3,3,0,0,0,0
PV,2020-05-31,17,0,0,17,0,0
RI,2020-05-31,0,0,0,0,0,0
VC,2020-05-31,7,7,0,0,0,0
AN,2020-06-01,18,18,0,0,0,0
AR,2020-06-01,8,8,0,0,0,0
AS,2020-06-01,0,0,0,0,0,0
CB,2020-06-01,3,3,0,0,0,0
CE,2020-06-01,4,4,0,0,0,0
CL,2020-06-01,28,28,0,0,0,0
CM,2020-06-01,29,28,0,1,0,0
CN,2020-06-01,4,4,0,0,0,0
CT,2020-06-01,103,95,0,0,6,2
EX,2020-06-01,3,3,0,0,0,0
GA,2020-06-01,2,2,0,0,0,0
IB,2020-06-01,4,3,1,0,0,0
MC,2020-06-01,4,4,0,0,0,0
MD,2020-06-01,181,162,0,19,0,0
ML,2020-06-01,1,1,0,0,0,0
NC,2020-06-01,1,1,0,0,0,0
PV,2020-06-01,23,7,0,16,0,0
RI,2020-06-01,3,3,0,0,0,0
VC,2020-06-01,15,15,0,0,0,0
AN,2020-06-02,5,5,0,0,0,0
AR,2020-06-02,18,18,0,0,0,0
AS,2020-06-02,0,0,0,0,0,0
CB,2020-06-02,2,2,0,0,0,0
CE,2020-06-02,2,2,0,0,0,0
CL,2020-06-02,19,19,0,0,0,0
CM,2020-06-02,33,26,0,1,6,0
CN,2020-06-02,4,4,0,0,0,0
CT,2020-06-02,130,109,0,0,21,0
EX,2020-06-02,5,4,0,0,1,0
GA,2020-06-02,1,1,0,0,0,0
IB,2020-06-02,7,7,0,0,0,0
MC,2020-06-02,2,2,0,0,0,0
MD,2020-06-02,132,118,0,14,0,0
ML,2020-06-02,0,0,0,0,0,0
NC,2020-06-02,3,3,0,0,0,0
PV,2020-06-02,27,10,0,17,0,0
RI,2020-06-02,1,1,0,0,0,0
VC,2020-06-02,20,20,0,0,0,0
AN,2020-06-03,15,15,0,0,0,0
AR,2020-06-03,6,6,0,0,0,0
AS,2020-06-03,1,1,0,0,0,0
CB,2020-06-03,0,0,0,0,0,0
CE,2020-06-03,4,4,0,0,0,0
CL,2020-06-03,28,28,0,0,0,0
CM,2020-06-03,46,43,0,2,1,0
CN,2020-06-03,4,4,0,0,0,0
CT,2020-06-03,142,113,0,0,29,0
EX,2020-06-03,0,0,0,0,0,0
GA,2020-06-03,0,0,0,0,0,0
IB,2020-06-03,3,3,0,0,0,0
MC,2020-06-03,2,2,0,0,0,0
MD,2020-06-03,157,148,0,9,0,0
ML,2020-06-03,0,0,0,0,0,0
NC,2020-06-03,6,6,0,0,0,0
PV,2020-06-03,17,7,0,10,0,0
RI,2020-06-03,2,2,0,0,0,0
VC,2020-06-03,11,11,0,0,0,0
AN,2020-06-04,5,5,0,0,0,0
AR,2020-06-04,8,8,0,0,0,0
AS,2020-06-04,0,0,0,0,0,0
CB,2020-06-04,1,1,0,0,0,0
CE,2020-06-04,0,0,0,0,0,0
CL,2020-06-04,28,26,0,0,2,0
CM,2020-06-04,48,39,0,0,9,0
CN,2020-06-04,1,1,0,0,0,0
CT,2020-06-04,138,106,0,0,32,0
EX,2020-06-04,3,3,0,0,0,0
GA,2020-06-04,2,2,0,0,0,0
IB,2020-06-04,6,6,0,0,0,0
MC,2020-06-04,2,2,0,0,0,0
MD,2020-06-04,127,117,0,10,0,0
ML,2020-06-04,0,0,0,0,0,0
NC,2020-06-04,7,7,0,0,0,0
PV,2020-06-04,12,6,0,6,0,0
RI,2020-06-04,2,2,0,0,0,0
VC,2020-06-04,10,10,0,0,0,0
AN,2020-06-05,12,12,0,0,0,0
AR,2020-06-05,5,5,0,0,0,0
AS,2020-06-05,2,2,0,0,0,0
CB,2020-06-05,2,2,0,0,0,0
CE,2020-06-05,0,0,0,0,0,0
CL,2020-06-05,36,36,0,0,0,0
CM,2020-06-05,38,37,0,1,0,0
CN,2020-06-05,1,1,0,0,0,0
CT,2020-06-05,186,158,0,0,28,0
EX,2020-06-05,0,0,0,0,0,0
GA,2020-06-05,4,4,0,0,0,0
IB,2020-06-05,2,2,0,0,0,0
MC,2020-06-05,1,1,0,0,0,0
MD,2020-06-05,155,147,0,8,0,0
ML,2020-06-05,0,0,0,0,0,0
NC,2020-06-05,6,6,0,0,0,0
PV,2020-06-05,20,10,0,10,0,0
RI,2020-06-05,2,2,0,0,0,0
VC,2020-06-05,9,8,0,1,0,0
AN,2020-06-06,6,6,0,0,0,0
AR,2020-06-06,5,5,0,0,0,0
AS,2020-06-06,2,2,0,0,0,0
CB,2020-06-06,0,0,0,0,0,0
CE,2020-06-06,0,0,0,0,0,0
CL,2020-06-06,12,12,0,0,0,0
CM,2020-06-06,24,24,0,0,0,0
CN,2020-06-06,4,4,0,0,0,0
CT,2020-06-06,72,72,0,0,0,0
EX,2020-06-06,0,0,0,0,0,0
GA,2020-06-06,1,1,0,0,0,0
IB,2020-06-06,2,2,0,0,0,0
MC,2020-06-06,3,3,0,0,0,0
MD,2020-06-06,95,86,0,9,0,0
ML,2020-06-06,0,0,0,0,0,0
NC,2020-06-06,1,1,0,0,0,0
PV,2020-06-06,28,7,0,21,0,0
RI,2020-06-06,2,2,0,0,0,0
VC,2020-06-06,6,6,0,0,0,0
AN,2020-06-07,2,2,0,0,0,0
AR,2020-06-07,3,3,0,0,0,0
AS,2020-06-07,1,1,0,0,0,0
CB,2020-06-07,3,3,0,0,0,0
CE,2020-06-07,0,0,0,0,0,0
CL,2020-06-07,13,13,0,0,0,0
CM,2020-06-07,13,12,0,0,1,0
CN,2020-06-07,1,1,0,0,0,0
CT,2020-06-07,64,61,0,0,2,1
EX,2020-06-07,1,1,0,0,0,0
GA,2020-06-07,1,1,0,0,0,0
IB,2020-06-07,5,5,0,0,0,0
MC,2020-06-07,0,0,0,0,0,0
MD,2020-06-07,89,74,0,15,0,0
ML,2020-06-07,0,0,0,0,0,0
NC,2020-06-07,2,2,0,0,0,0
PV,2020-06-07,27,12,0,15,0,0
RI,2020-06-07,1,1,0,0,0,0
VC,2020-06-07,7,7,0,0,0,0
AN,2020-06-08,6,6,0,0,0,0
AR,2020-06-08,5,5,0,0,0,0
AS,2020-06-08,0,0,0,0,0,0
CB,2020-06-08,1,1,0,0,0,0
CE,2020-06-08,0,0,0,0,0,0
CL,2020-06-08,35,35,0,0,0,0
CM,2020-06-08,38,36,0,0,2,0
CN,2020-06-08,2,2,0,0,0,0
CT,2020-06-08,132,114,0,0,16,2
EX,2020-06-08,1,1,0,0,0,0
GA,2020-06-08,4,4,0,0,0,0
IB,2020-06-08,3,3,0,0,0,0
MC,2020-06-08,2,2,0,0,0,0
MD,2020-06-08,164,144,0,20,0,0
ML,2020-06-08,0,0,0,0,0,0
NC,2020-06-08,0,0,0,0,0,0
PV,2020-06-08,21,13,0,8,0,0
RI,2020-06-08,0,0,0,0,0,0
VC,2020-06-08,6,6,0,0,0,0
AN,2020-06-09,8,8,0,0,0,0
AR,2020-06-09,10,10,0,0,0,0
AS,2020-06-09,0,0,0,0,0,0
CB,2020-06-09,0,0,0,0,0,0
CE,2020-06-09,0,0,0,0,0,0
CL,2020-06-09,27,26,0,0,1,0
CM,2020-06-09,28,27,0,1,0,0
CN,2020-06-09,2,2,0,0,0,0
CT,2020-06-09,94,60,0,0,34,0
EX,2020-06-09,3,2,1,0,0,0
GA,2020-06-09,3,3,0,0,0,0
IB,2020-06-09,1,1,0,0,0,0
MC,2020-06-09,2,2,0,0,0,0
MD,2020-06-09,138,125,0,13,0,0
ML,2020-06-09,1,1,0,0,0,0
NC,2020-06-09,5,5,0,0,0,0
PV,2020-06-09,29,11,0,18,0,0
RI,2020-06-09,1,1,0,0,0,0
VC,2020-06-09,9,9,0,0,0,0
AN,2020-06-10,6,6,0,0,0,0
AR,2020-06-10,3,3,0,0,0,0
AS,2020-06-10,0,0,0,0,0,0
CB,2020-06-10,1,0,0,0,0,1
CE,2020-06-10,0,0,0,0,0,0
CL,2020-06-10,17,16,0,0,1,0
CM,2020-06-10,32,28,0,2,2,0
CN,2020-06-10,1,1,0,0,0,0
CT,2020-06-10,143,92,0,0,50,1
EX,2020-06-10,1,1,0,0,0,0
GA,2020-06-10,0,0,0,0,0,0
IB,2020-06-10,4,4,0,0,0,0
MC,2020-06-10,1,1,0,0,0,0
MD,2020-06-10,126,122,0,4,0,0
ML,2020-06-10,0,0,0,0,0,0
NC,2020-06-10,4,4,0,0,0,0
PV,2020-06-10,26,8,0,18,0,0
RI,2020-06-10,0,0,0,0,0,0
VC,2020-06-10,1,1,0,0,0,0
AN,2020-06-11,5,5,0,0,0,0
AR,2020-06-11,5,5,0,0,0,0
AS,2020-06-11,3,3,0,0,0,0
CB,2020-06-11,3,3,0,0,0,0
CE,2020-06-11,0,0,0,0,0,0
CL,2020-06-11,17,17,0,0,0,0
CM,2020-06-11,13,11,0,1,1,0
CN,2020-06-11,2,2,0,0,0,0
CT,2020-06-11,121,75,0,0,43,3
EX,2020-06-11,0,0,0,0,0,0
GA,2020-06-11,1,1,0,0,0,0
IB,2020-06-11,5,5,0,0,0,0
MC,2020-06-11,0,0,0,0,0,0
MD,2020-06-11,116,102,0,14,0,0
ML,2020-06-11,0,0,0,0,0,0
NC,2020-06-11,1,1,0,0,0,0
PV,2020-06-11,21,10,0,11,0,0
RI,2020-06-11,1,1,0,0,0,0
VC,2020-06-11,11,11,0,0,0,0
AN,2020-06-12,4,4,0,0,0,0
AR,2020-06-12,4,4,0,0,0,0
AS,2020-06-12,0,0,0,0,0,0
CB,2020-06-12,2,2,0,0,0,0
CE,2020-06-12,0,0,0,0,0,0
CL,2020-06-12,21,20,0,0,1,0
CM,2020-06-12,23,21,0,0,2,0
CN,2020-06-12,4,4,0,0,0,0
CT,2020-06-12,121,91,0,0,30,0
EX,2020-06-12,1,1,0,0,0,0
GA,2020-06-12,3,3,0,0,0,0
IB,2020-06-12,7,7,0,0,0,0
MC,2020-06-12,0,0,0,0,0,0
MD,2020-06-12,135,130,0,5,0,0
ML,2020-06-12,0,0,0,0,0,0
NC,2020-06-12,1,1,0,0,0,0
PV,2020-06-12,33,19,0,14,0,0
RI,2020-06-12,0,0,0,0,0,0
VC,2020-06-12,11,11,0,0,0,0
AN,2020-06-13,4,4,0,0,0,0
AR,2020-06-13,5,5,0,0,0,0
AS,2020-06-13,0,0,0,0,0,0
CB,2020-06-13,1,1,0,0,0,0
CE,2020-06-13,0,0,0,0,0,0
CL,2020-06-13,12,11,0,0,1,0
CM,2020-06-13,10,10,0,0,0,0
CN,2020-06-13,2,2,0,0,0,0
CT,2020-06-13,45,42,0,0,2,1
EX,2020-06-13,1,1,0,0,0,0
GA,2020-06-13,0,0,0,0,0,0
IB,2020-06-13,2,2,0,0,0,0
MC,2020-06-13,1,1,0,0,0,0
MD,2020-06-13,34,30,0,4,0,0
ML,2020-06-13,0,0,0,0,0,0
NC,2020-06-13,1,1,0,0,0,0
PV,2020-06-13,45,10,0,35,0,0
RI,2020-06-13,2,2,0,0,0,0
VC,2020-06-13,3,3,0,0,0,0
AN,2020-06-14,4,4,0,0,0,0
AR,2020-06-14,4,3,0,0,1,0
AS,2020-06-14,0,0,0,0,0,0
CB,2020-06-14,2,2,0,0,0,0
CE,2020-06-14,0,0,0,0,0,0
CL,2020-06-14,6,5,0,0,1,0
CM,2020-06-14,13,13,0,0,0,0
CN,2020-06-14,1,1,0,0,0,0
CT,2020-06-14,57,54,0,0,1,2
EX,2020-06-14,1,1,0,0,0,0
GA,2020-06-14,1,1,0,0,0,0
IB,2020-06-14,4,4,0,0,0,0
MC,2020-06-14,3,3,0,0,0,0
MD,2020-06-14,55,48,0,7,0,0
ML,2020-06-14,0,0,0,0,0,0
NC,2020-06-14,2,2,0,0,0,0
PV,2020-06-14,32,7,0,25,0,0
RI,2020-06-14,1,1,0,0,0,0
VC,2020-06-14,2,2,0,0,0,0
AN,2020-06-15,7,7,0,0,0,0
AR,2020-06-15,6,6,0,0,0,0
AS,2020-06-15,0,0,0,0,0,0
CB,2020-06-15,1,1,0,0,0,0
CE,2020-06-15,0,0,0,0,0,0
CL,2020-06-15,15,15,0,0,0,0
CM,2020-06-15,20,19,0,1,0,0
CN,2020-06-15,1,1,0,0,0,0
CT,2020-06-15,99,77,0,0,21,1
EX,2020-06-15,5,5,0,0,0,0
GA,2020-06-15,4,4,0,0,0,0
IB,2020-06-15,3,3,0,0,0,0
MC,2020-06-15,2,2,0,0,0,0
MD,2020-06-15,127,123,0,4,0,0
ML,2020-06-15,1,1,0,0,0,0
NC,2020-06-15,4,4,0,0,0,0
PV,2020-06-15,25,15,0,10,0,0
RI,2020-06-15,0,0,0,0,0,0
VC,2020-06-15,10,10,0,0,0,0
AN,2020-06-16,10,10,0,0,0,0
AR,2020-06-16,12,12,0,0,0,0
AS,2020-06-16,1,1,0,0,0,0
CB,2020-06-16,2,2,0,0,0,0
CE,2020-06-16,0,0,0,0,0,0
CL,2020-06-16,42,41,0,0,1,0
CM,2020-06-16,31,30,0,0,1,0
CN,2020-06-16,2,2,0,0,0,0
CT,2020-06-16,93,78,0,0,14,1
EX,2020-06-16,2,2,0,0,0,0
GA,2020-06-16,1,1,0,0,0,0
IB,2020-06-16,4,4,0,0,0,0
MC,2020-06-16,1,1,0,0,0,0
MD,2020-06-16,57,57,0,0,0,0
ML,2020-06-16,0,0,0,0,0,0
NC,2020-06-16,12,12,0,0,0,0
PV,2020-06-16,24,10,0,14,0,0
RI,2020-06-16,1,1,0,0,0,0
VC,2020-06-16,12,12,0,0,0,0
AN,2020-06-17,10,10,0,0,0,0
AR,2020-06-17,6,6,0,0,0,0
AS,2020-06-17,0,0,0,0,0,0
CB,2020-06-17,3,3,0,0,0,0
CE,2020-06-17,0,0,0,0,0,0
CL,2020-06-17,17,17,0,0,0,0
CM,2020-06-17,19,18,0,1,0,0
CN,2020-06-17,14,14,0,0,0,0
CT,2020-06-17,105,87,0,0,16,2
EX,2020-06-17,7,7,0,0,0,0
GA,2020-06-17,4,4,0,0,0,0
IB,2020-06-17,4,4,0,0,0,0
MC,2020-06-17,2,2,0,0,0,0
MD,2020-06-17,79,79,0,0,0,0
ML,2020-06-17,0,0,0,0,0,0
NC,2020-06-17,3,3,0,0,0,0
PV,2020-06-17,20,8,0,12,0,0
RI,2020-06-17,0,0,0,0,0,0
VC,2020-06-17,12,12,0,0,0,0
AN,2020-06-18,25,25,0,0,0,0
AR,2020-06-18,14,14,0,0,0,0
AS,2020-06-18,0,0,0,0,0,0
CB,2020-06-18,5,5,0,0,0,0
CE,2020-06-18,0,0,0,0,0,0
CL,2020-06-18,12,11,0,0,1,0
CM,2020-06-18,21,20,0,0,1,0
CN,2020-06-18,0,0,0,0,0,0
CT,2020-06-18,110,95,0,0,15,0
EX,2020-06-18,4,4,0,0,0,0
GA,2020-06-18,2,2,0,0,0,0
IB,2020-06-18,5,5,0,0,0,0
MC,2020-06-18,2,2,0,0,0,0
MD,2020-06-18,70,67,0,3,0,0
ML,2020-06-18,0,0,0,0,0,0
NC,2020-06-18,6,6,0,0,0,0
PV,2020-06-18,26,11,0,15,0,0
RI,2020-06-18,1,1,0,0,0,0
